iso3c,calificacion,ocupacion,rama,freq
BRN,3.Alta,1.Asalariado_patr,2.No_agro,38.59486648140602
BRN,3.Alta,3.TCP_fliares,1.Agro,0.11757378116410161
BRN,3.Alta,3.TCP_fliares,2.No_agro,1.0559763946980942
BTN,1.Baja,1.Asalariado_patr,1.Agro,0.0090926091607144
BTN,1.Baja,1.Asalariado_patr,2.No_agro,3.437494104366814
BTN,1.Baja,3.TCP_fliares,1.Agro,0.12586091466375476
BTN,1.Baja,3.TCP_fliares,2.No_agro,0.30901830677465286
BTN,2.Media,1.Asalariado_patr,1.Agro,0.4098239652272983
BTN,2.Media,1.Asalariado_patr,2.No_agro,16.14637439334638
BTN,2.Media,3.TCP_fliares,1.Agro,51.83343535161283
BTN,2.Media,3.TCP_fliares,2.No_agro,13.26256567580948
BTN,3.Alta,1.Asalariado_patr,1.Agro,0.011862623868583113
BTN,3.Alta,1.Asalariado_patr,2.No_agro,13.049496357379416
BTN,3.Alta,3.TCP_fliares,1.Agro,0.17251267914059945
BTN,3.Alta,3.TCP_fliares,2.No_agro,1.232463018649469
BWA,1.Baja,1.Asalariado_patr,1.Agro,3.3988548793214357
BWA,1.Baja,1.Asalariado_patr,2.No_agro,17.537871668544817
BWA,1.Baja,3.TCP_fliares,1.Agro,3.378054111223866
BWA,1.Baja,3.TCP_fliares,2.No_agro,1.6284116120355359
BWA,2.Media,1.Asalariado_patr,1.Agro,4.023656560164917
BWA,2.Media,1.Asalariado_patr,2.No_agro,38.42236271719829
BWA,2.Media,3.TCP_fliares,1.Agro,6.416843861805677
BWA,2.Media,3.TCP_fliares,2.No_agro,5.724505247388966
BWA,3.Alta,1.Asalariado_patr,1.Agro,0.08463283295022646
BWA,3.Alta,1.Asalariado_patr,2.No_agro,17.81723904137702
BWA,3.Alta,3.TCP_fliares,1.Agro,0.07584603444510424
BWA,3.Alta,3.TCP_fliares,2.No_agro,1.4917214335441396
CHE,1.Baja,1.Asalariado_patr,1.Agro,0.13557522446267353
CHE,1.Baja,1.Asalariado_patr,2.No_agro,4.979659433155979
CHE,1.Baja,3.TCP_fliares,1.Agro,0.16486856368153463
CHE,1.Baja,3.TCP_fliares,2.No_agro,0.2708168393411075
CHE,2.Media,1.Asalariado_patr,1.Agro,0.8532467876903138
CHE,2.Media,1.Asalariado_patr,2.No_agro,41.317505150774686
CHE,2.Media,3.TCP_fliares,1.Agro,1.7587377650450196
CHE,2.Media,3.TCP_fliares,2.No_agro,3.8087197542614066
CHE,3.Alta,1.Asalariado_patr,1.Agro,0.11665886367567484
CHE,3.Alta,1.Asalariado_patr,2.No_agro,41.96794792593421
CHE,3.Alta,3.TCP_fliares,1.Agro,0.2707220772794587
CHE,3.Alta,3.TCP_fliares,2.No_agro,4.355541614697904
CHL,1.Baja,1.Asalariado_patr,1.Agro,3.8092113027101484
CHL,1.Baja,1.Asalariado_patr,2.No_agro,14.836514946155175
CHL,1.Baja,3.TCP_fliares,1.Agro,1.0991075172119504
CHL,1.Baja,3.TCP_fliares,2.No_agro,2.817034976381755
CHL,2.Media,1.Asalariado_patr,1.Agro,2.2141464969597027
CHL,2.Media,1.Asalariado_patr,2.No_agro,34.61001905967448
CHL,2.Media,3.TCP_fliares,1.Agro,1.252835889795754
CHL,2.Media,3.TCP_fliares,2.No_agro,12.88679438686479
CHL,3.Alta,1.Asalariado_patr,1.Agro,0.37104999636402125
CHL,3.Alta,1.Asalariado_patr,2.No_agro,23.279074349905045
CHL,3.Alta,3.TCP_fliares,1.Agro,0.06679047222262664
CHL,3.Alta,3.TCP_fliares,2.No_agro,2.7574206057545565
CIV,1.Baja,1.Asalariado_patr,1.Agro,0.433915480091518
CIV,1.Baja,1.Asalariado_patr,2.No_agro,3.7036843407533353
CIV,1.Baja,3.TCP_fliares,1.Agro,1.1257920819160776
CIV,1.Baja,3.TCP_fliares,2.No_agro,1.7935479172661855
