iso3c,ref_area.label,country,region,income_group,income_group_2,cluster_pimsa,peq_estado,excl_tamaño,ocde,n_ocup_totales,n_tcp_fliares_totales,n_tcp_fliares_calif_baja,n_tcp_fliares_no_agro,n_no_agro_calif_baja,prop_ocup_totales,prop_tcp_fliares_totales,prop_tcp_fliares_calif_baja,prop_tcp_fliares_no_agro,prop_no_agro_calif_baja,prop_tcp_fliares_no_agro_calif_baja
JPN,Japan,Japan,East Asia & Pacific,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,OCDE,62834.046727272726,5620.064545454546,892.7210909090909,4105.346545454546,8797.546181818181,3.216623608505736,8.944298255765839,1.4442290132687268,6.533633848657795,14.22112205465205,1.9055793130003016
KEN,Kenya,Kenya,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,18697.647,11333.235,4357.987,6621.084,3419.357,0.9571768156960299,60.61316164541987,23.39931533978962,35.411322077050656,18.337107894863994,5.565256781659447
KGZ,Kyrgyzstan,Kyrgyz Republic,Europe & Central Asia,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,2183.6995,780.9431,57.8991,381.8976,267.7557,0.11178874720690857,35.76238855208787,2.65697408258169,17.48856012468749,11.736787529699686,0.7923845684877093
KHM,Cambodia,Cambodia,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,8316.1228,4893.5557,212.2892,1710.4289,485.9776,0.4257220141465474,58.84419720209037,2.572167259426091,20.567624374185527,5.883591582597977,0.06402632134716663
KIR,Kiribati,Kiribati,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,NA,Peq. estado,Excluíble,No OCDE,23.788,6.462,2.163,4.415,2.1105,0.001217764036928131,27.164957121237595,9.03169234623575,18.55977803934757,7.961146737080348,1.6756729445152871
KOR,Republic of Korea,"Korea, Rep.",East Asia & Pacific,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,OCDE,25658.554090909092,8107.912181818182,1008.6541818181818,6844.031454545455,3260.58,1.3135221292872146,31.599255956090065,3.9310639683635262,26.673488421431816,12.70757462025699,NA
KOS,Kosovo,NA,NA,NA,NA,NA,NA,NA,NA,339.359125,76.153375,18.793,61.440374999999996,60.3065,0.017372597024903236,22.44034988008647,5.634453123301819,18.10482479290928,18.081417574262993,NA
LAO,Lao People's Democratic Republic,Lao PDR,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,2920.427333333333,2403.4823333333334,131.3725,394.8953333333333,162.78300000000002,0.14950358916240353,82.29899459919223,4.645112815186406,13.52183390512941,5.966041687855107,NA
LBN,Lebanon,Lebanon,Middle East & North Africa,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,1588.139,319.293,22.721,289.104,225.729,0.08130059525151356,20.104852283081012,1.5010358805777675,18.203948143078158,14.924093264591269,0.9226112673833932
LBR,Liberia,Liberia,Sub-Saharan Africa,Low income,04 Bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,777.134,557.4865,97.881,258.9615,53.6735,0.03978332928678771,71.73621280242531,11.496813977389518,33.322631618228,7.055502426937195,2.029210630413376
LCA,Saint Lucia,St. Lucia,Latin America & Caribbean,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,Excluíble,No OCDE,78.899,17.436,1.269,12.413,10.759666666666666,0.0040390265995288626,22.09913940607612,1.6067291013374636,15.732772278482615,13.61087216853042,NA
LKA,Sri Lanka,Sri Lanka,South Asia,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,7773.810555555556,3129.1337777777776,334.66255555555557,1644.5111111111112,989.2538181818182,0.39795976645568565,40.25225152343778,4.359534471842931,21.154504594093318,12.947300635511398,0.3743943938707031
LSO,Lesotho,Lesotho,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,643.924,212.879,7.811,71.607,132.097,0.03296399401861904,33.05964679061504,1.2178788544984807,11.12041172560737,20.55466170397503,0.07033531323178625
LTU,Lithuania,Lithuania,Europe & Central Asia,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,OCDE,1318.841909090909,153.75936363636364,3.7823636363636366,92.30518181818182,100.51236363636363,0.06751463962016765,11.658665271135607,0.2877388173053536,6.998957280771332,7.646355934301572,0.05038662460764902
LUX,Luxembourg,Luxembourg,Europe & Central Asia,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,OCDE,232.75854545454544,20.63509090909091,0.7466363636363637,18.468,19.728454545454547,0.011915460986306,8.865449330246248,0.306284253267579,7.9344025646553735,8.555844575085635,0.03352781656150915
LVA,Latvia,Latvia,Europe & Central Asia,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,OCDE,887.8860909090909,101.73881818181819,8.588818181818182,68.58318181818181,100.49845454545455,0.045452991020589875,11.4585439757987,0.9725932673778587,7.724322131002267,11.382115913832711,0.11046427124400196
MAR,Morocco,Morocco,Middle East & North Africa,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,9220.76,3555.82,1006.9300000000001,2106.66,1547.45,0.4720325340989336,38.56319869511841,10.81975844580074,22.846923680911335,16.896399613035378,1.823410883165316
MDA,Republic of Moldova,Moldova,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,1683.3001818181817,963.5072727272727,110.83290909090908,78.38372727272727,90.99872727272728,0.08617212143823631,57.23918307230028,6.6027496391852045,4.656550751872593,5.420898000288867,NA
MDG,Madagascar,Madagascar,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,10611.6005,9106.957999999999,4317.776,1874.9365000000003,506.0715,0.543232952040885,85.82077698835344,42.116504117594445,17.668743748881237,4.938814682134098,0.9879818084661124
MDV,Maldives,Maldives,South Asia,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,151.42,34.891,1.57,24.01725,17.649250000000002,0.007751548279454244,23.042530709285433,1.0439280952966719,15.861345925241052,11.53582193773006,0.6064129923165693
MEX,Mexico,Mexico,Latin America & Caribbean,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,OCDE,48240.990090909094,13276.343363636364,2565.953818181818,9752.524272727273,5746.713545454545,2.4695704909414586,27.520876620934573,5.269831506194017,20.216260599852642,12.074778060096103,0.9999426779296624
MHL,Marshall Islands,Marshall Islands,East Asia & Pacific,Upper middle income,02 Medios-altos ingresos,NA,Peq. estado,Excluíble,No OCDE,15.804,2.188,0.798,1.658,2.118,8.090441751980907e-4,13.84459630473298,5.073431241655542,10.491014932928373,13.081341486010746,3.71575893652418
MKD,North Macedonia,North Macedonia,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,689.7720909090909,142.93227272727273,81.06781818181818,42.77190909090909,48.76072727272727,0.03531106633537129,20.721666563646256,11.856889658299329,6.200875572471698,7.1305742674872015,0.2912339378869158
MLI,Mali,Mali,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,5493.72625,4623.81625,44.449714285714286,1289.058,112.27685714285714,0.2812368528660687,84.16539229634895,0.8147944046950476,23.464183349143035,2.04597235621231,0.22718074711227973
MLT,Malta,Malta,Middle East & North Africa,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,200.927625,28.779375,1.10725,27.382375,18.190454545454546,0.010285960810088349,14.323254455428915,0.5561439846605218,13.62797922883924,9.414086667278292,0.5388655027645872
MMR,Myanmar,Myanmar,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,21718.1436,13113.49,1417.2574,4991.5712,1679.5308,1.111803187528201,60.38034484678516,6.377903868432646,22.98341558069448,7.73904908234716,NA
MNE,Montenegro,Montenegro,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,218.4218888888889,59.178777777777775,3.9494444444444445,47.236222222222224,13.973222222222223,0.011181533595375862,27.09379452710529,1.8146073209156914,21.62613942334839,6.405637576371893,0.158872227263256
MNG,Mongolia,Mongolia,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,1118.6458181818182,560.1727272727272,12.103545454545454,222.65663636363635,76.95627272727273,0.05726612777206418,50.07596847617053,1.086613561437383,19.904122712006334,6.896501438130647,0.5620044374619422
MOZ,Mozambique,Mozambique,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,9572.669,8041.182000000001,85.53999999999999,1257.175,347.999,0.4900475889363029,84.00146291488821,0.894255303512069,13.132962186407992,3.5472096223434075,0.23491268948308203
MRT,Mauritania,Mauritania,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,816.1255,495.3875,NA,278.672,NA,0.041779396482259513,60.69991686327654,NA,34.145728812541705,NA,NA
MUS,Mauritius,Mauritius,Sub-Saharan Africa,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,524.5494545454545,85.97309090909091,6.092454545454546,70.52636363636364,71.41681818181819,0.026852928423395064,16.389892347441375,1.160892690569793,13.445131440938754,13.596957103515908,0.4435965098015467
MWI,Malawi,Malawi,Sub-Saharan Africa,Low income,04 Bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,5712.273,3515.691,237.78699999999998,1095.191,191.631,0.29242477839732495,61.54627063517448,4.0884452295483165,19.172595567473753,3.3521109810055614,0.1492200409286564
NAM,Namibia,Namibia,Sub-Saharan Africa,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,661.608,206.56416666666667,34.987833333333334,90.14233333333334,105.5175,0.0338692798446253,31.221533999991944,5.569971763689517,13.62473448527426,16.787558584298413,1.1670768496133794
NCL,New Caledonia,New Caledonia,East Asia & Pacific,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,Excluíble,No OCDE,59.37833333333333,3.143,NA,2.921,NA,0.0030397174586373043,5.201403369410518,NA,4.816317108560875,NA,NA
NER,Niger,Niger,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,4807.0445,4135.7365,75.7645,935.118,174.793,0.24608398839806492,86.03491188816747,1.6691160709191202,19.453075585216656,3.8410337277362743,0.4269195900286359
NIC,Nicaragua,Nicaragua,Latin America & Caribbean,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,2768.6945,1263.5900000000001,411.6565,778.5445,496.151,0.14173602620399836,45.638476906715425,14.919815187852965,28.11955237387151,17.928478109612648,3.481982799189494
NIU,Niue,NA,NA,NA,NA,NA,NA,NA,NA,0.731,0.063,0.006,0.052,0.041999999999999996,3.7421620606796015e-5,8.618331053351575,0.8010680907877169,7.113543091655267,5.64516129032258,0.34513401664976795
NLD,Netherlands,Netherlands,Europe & Central Asia,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,OCDE,7708.91,1189.0870909090909,37.61318181818182,1086.5094545454544,617.0883636363636,0.39463735336790134,15.424840748031706,0.45176270657338247,14.094203389914457,8.104427192948785,0.1463073993028411
NOR,Norway,Norway,Europe & Central Asia,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,OCDE,2599.243454545455,182.07536363636365,2.962727272727273,148.87263636363636,97.2129090909091,0.1330614260201065,7.004936891077187,0.11562425728089569,5.727537222544266,3.7975011697818712,0.04897468264249478
NPL,Nepal,Nepal,South Asia,Lower middle income,03 Medios-bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,7397.457,2948.464,199.54000000000002,1800.203,909.7230000000001,0.37869333694813606,39.85780518899941,2.705407017734151,24.335430405340645,12.334227000983514,0.5550302786487205
NRU,Nauru,Nauru,East Asia & Pacific,High income,01 Altos ingresos,NA,Peq. estado,Excluíble,No OCDE,3.6270000000000002,0.218,0.055,0.174,0.753,1.856747167453477e-4,6.010476978218914,1.5260821309655936,4.797353184449959,20.772413793103446,2.08902233969728
PAK,Pakistan,Pakistan,South Asia,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,51519.9486,29320.7789,1114.4093,11044.326000000001,6226.8592,2.6374281397959396,56.911506507209516,2.163849125224496,21.436989554760544,11.813584621200958,0.06172523725164765
PAN,Panama,Panama,Latin America & Caribbean,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,1703.1135,540.0264,59.317,356.172,258.5377272727273,0.08718641210302666,31.70818621307388,3.4335536022074438,20.91299258681233,15.417617127381135,1.4929374790800911
PER,Peru,Peru,Latin America & Caribbean,Upper middle income,02 Medios-altos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,16755.325272727274,8190.553545454545,2896.6633636363636,4801.901272727273,3243.3063636363636,0.8577447681251177,48.883285833825916,17.407760435435254,28.658955851745546,19.403948600584947,3.480200582325151
PHL,Philippines,Philippines,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,39733.863,14412.038999999999,3588.7948181818183,7649.590625,6202.054625,2.0340705149499447,36.271426717306596,9.346055658762337,19.252068758076707,15.72437379150405,6.4876797792817e-10
PLW,Palau,Palau,East Asia & Pacific,Upper middle income,02 Medios-altos ingresos,NA,No peq. estado,Excluíble,No OCDE,8.535,0.514,0.138,0.40800000000000003,1.2530000000000001,4.3692685619562793e-4,6.022261277094318,1.6100805040252013,4.780316344463972,14.562993956299398,3.398051600143322
PRI,Puerto Rico,Puerto Rico,Latin America & Caribbean,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,1061.894,124.853,6.916,121.105,34.19,0.05436086784217927,11.75757655660546,0.6472110314106974,11.40462230693459,3.220428385735546,0.7230206650675814
PRT,Portugal,Portugal,Europe & Central Asia,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,OCDE,4711.704090909091,941.3773636363636,28.707636363636365,615.6554545454545,502.1338181818182,0.24120328714293945,19.97955188766388,0.6125979250928207,13.0665135727288,10.715133185309135,3.0028701116746377e-11
PRY,Paraguay,Paraguay,Latin America & Caribbean,Upper middle income,02 Medios-altos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,3122.307090909091,1232.346090909091,161.88681818181817,656.0356363636364,518.7181818181818,0.15983829189317234,39.469086641003045,5.195069308871157,21.011246404101303,16.634823026403712,1.9063499729665168
PSE,Occupied Palestinian Territory,West Bank and Gaza,Middle East & North Africa,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,860.3687272727273,214.24154545454545,19.342363636363636,162.79981818181818,123.663,0.04404431203003003,24.901131185191634,2.3613007963338943,18.922098516745884,15.09648739343038,NA
ROU,Romania,Romania,Europe & Central Asia,High income,01 Altos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,8661.405818181818,2605.5718181818183,371.6314545454545,485.12781818181816,560.7042727272727,0.4433978692879557,30.082550949318914,4.3264498550429655,5.601028613200981,6.527490306893105,3.6999031408590646e-9
RUS,Russian Federation,Russian Federation,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,69907.5706,4035.7027,157.345,2312.9461,5908.035181818182,3.578734041772924,5.772912240208788,0.22507406023007884,3.308577426090673,8.457999959066377,NA
RWA,Rwanda,Rwanda,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,4075.4625,1989.1267500000001,115.76275000000001,722.7385,666.096,0.20863257383341233,48.807386891671804,2.843114627343416,17.733901367022764,15.648180004249774,0.3342871698691719
SEN,Senegal,Senegal,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,3695.2847500000003,2482.57025,172.25933333333333,1311.52975,345.06,0.1891703747586581,67.18210957897088,9.480863910788024,35.491980692421606,18.99895661558029,5.50967286185845
SLB,Solomon Islands,Solomon Islands,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,356.09499999999997,248.482,4.329,105.083,7.22,0.018229346087519874,69.77969362108426,1.2159600016853223,29.509821817211698,1.9897316618117582,0.11991620857396344
SLE,Sierra Leone,Sierra Leone,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,2063.1225,1705.8319999999999,90.01400000000001,698.489,111.63,0.10561612511675036,82.68205111426975,4.379630586961679,33.855915002623455,5.387333757222504,1.8226572975616873
SLV,El Salvador,El Salvador,Latin America & Caribbean,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,2655.2707,963.4440999999999,209.1873,715.3386,467.8321,0.13592959335669177,36.28421388448266,7.903393360958101,26.94032664918119,17.875236119946475,2.403854564502845
SOM,Somalia,Somalia,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,1033.801,471.935,220.788,275.358,274.554,0.05292272066337391,45.65046851376619,21.809733320030784,26.635493678183714,27.12078376984762,5.533541542335957
SRB,Serbia,Serbia,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,2560.151272727273,691.3961818181818,44.20918181818182,250.49890909090908,176.73981818181818,0.1310602046840027,27.006067539190862,1.735913331447856,9.784535459268314,6.938416042791856,0.09755857516547654
STP,Sao Tome and Principe,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,Excluíble,No OCDE,18.457,6.264,0.783,5.072,1.877,9.448575260460111e-4,33.93834317603077,3.923435386080072,27.480088855176895,10.281551270815074,NA
SUR,Suriname,Suriname,Latin America & Caribbean,Upper middle income,02 Medios-altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,178.025,34.142,6.018000000000001,25.499,14.271,0.009113521215492287,19.178205308243225,3.386968781130228,14.323269203763516,10.921460786514562,1.1049694953119378
SVK,Slovakia,Slovak Republic,Europe & Central Asia,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,OCDE,1937.4088181818183,246.12372727272728,10.696272727272728,233.50081818181818,142.78772727272727,0.09918054412347613,12.703757976269802,0.5252535678015666,12.052222328633226,7.87267011864905,0.6875648268336283
SVN,Slovenia,Slovenia,Europe & Central Asia,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,OCDE,938.0424545454546,150.14881818181817,21.50618181818182,90.62572727272727,50.36509090909091,0.04802061401787647,16.006612222532667,2.313162196800071,9.66115412299133,5.431864376734605,3.4294562487400267e-12
SWE,Sweden,Sweden,Europe & Central Asia,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,OCDE,4773.963545454545,490.4919090909091,11.976363636363637,433.04254545454546,237.6151818181818,0.24439049601733895,10.274311992975383,0.25104131935457114,9.070922752790187,5.004188461748031,0.11331691371093404
SWZ,Eswatini,Eswatini,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,284.033,96.707,6.851,79.262,40.664,0.014540321704254575,34.04780430442941,2.4109147470140693,27.90591234117162,14.252367566961311,0.8359037166719665
SYC,Seychelles,Seychelles,Sub-Saharan Africa,High income,01 Altos ingresos,NA,Peq. estado,Excluíble,No OCDE,42.41266666666667,4.613,0.3561666666666667,4.0815,5.911833333333333,0.0021712048165834527,10.876467721906979,0.8427387233908304,9.623304358760748,13.783388900546345,1.0022187110767875
TCD,Chad,Chad,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,4296.825,3865.4919999999997,26.62,880.987,81.753,0.21996464427331916,89.96158791665938,0.6342383897683194,20.50320876461108,1.9476036420638363,0.30557409082447545
TGO,Togo,Togo,Sub-Saharan Africa,Low income,04 Bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,2514.2563333333333,1999.6813333333334,48.84,1010.8323333333333,69.697,0.12871073408239952,79.53370970263042,2.2601034816422123,40.20402852056055,3.651042726634351,0.7330033124272914
THA,Thailand,Thailand,East Asia & Pacific,Upper middle income,02 Medios-altos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,37505.825125,18734.282375,762.682,7973.2475,3114.3717,1.9200119813578493,49.95032721600468,2.033549546719654,21.258691079123405,8.162132421654205,0.26170407976785076
TJK,Tajikistan,Tajikistan,Europe & Central Asia,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,1813.9389999999999,574.5944999999999,169.4765,234.648,182.26,0.0928598318219849,31.67661646835974,9.761231364334195,12.93582639769033,9.090777594171048,1.1767980809823917
TLS,Timor-Leste,Timor-Leste,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,338.43525,236.667,31.531000000000002,68.62975,18.1865,0.0173253016764243,69.92977238629841,9.365738612693843,20.278546634843742,5.126409047217704,0.91061125249186
TON,Tonga,Tonga,East Asia & Pacific,Upper middle income,02 Medios-altos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,Excluíble,No OCDE,34.295500000000004,15.4315,0.157,5.8740000000000006,1.4065,0.0017556678379211667,44.9956991442026,0.4587759157254942,17.127611494219362,4.130872138273346,0.04346461476253206
TTO,Trinidad and Tobago,Trinidad and Tobago,Latin America & Caribbean,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,614.202,106.391,14.499714285714285,94.19628571428571,110.75057142857143,0.031442454473235744,17.321825718574672,2.366894538195784,15.33636909588144,18.09301430046735,NA
TUN,Tunisia,Tunisia,Middle East & North Africa,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,3195.5717777777777,672.4371111111111,68.84966666666666,396.9907777777778,471.13,0.16358888466454813,21.042779129146282,2.1753327759202605,12.423153206524056,15.55223891682632,0.5205029203106791
TUR,Türkiye,Turkiye,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,OCDE,25735.54472727273,7744.974818181819,1146.783181818182,2800.4416363636365,2685.8604545454546,1.3174634622342403,30.09446623437598,4.456028525443962,10.881610107890682,10.436384892748283,NA
TUV,Tuvalu,Tuvalu,East Asia & Pacific,Upper middle income,02 Medios-altos ingresos,NA,No peq. estado,Excluíble,No OCDE,3.1055,0.7165,0.013000000000000001,0.2475,0.257,1.5897789711956912e-4,23.071969087103525,0.4026637757472511,7.969731122202544,8.064010040790713,0.17344073034808172
TZA,"Tanzania, United Republic of",Tanzania,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,15271.155666666667,12131.069333333333,1357.0006666666666,3187.061,1191.27,0.7817666122918236,79.43779500468716,9.808044307764185,20.86980887082831,8.523663737946418,NA
UGA,Uganda,Uganda,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,12956.819166666666,10109.609666666667,395.1666666666667,1941.8513333333333,722.131,0.6632902477781982,78.02539756574771,3.0541569394580566,14.987099135635335,5.598780297222694,0.19662449812938504
URY,Uruguay,Uruguay,Latin America & Caribbean,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,1602.9214545454545,378.56654545454546,57.963545454545454,329.8797272727273,263.26354545454546,0.0820573440964345,23.617286073564767,3.6399721635318287,20.579905917241106,16.53234901531185,1.5644273809408602
USA,United States of America,United States,North America,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,OCDE,147129.11954545454,9639.61809090909,781.4021818181818,8810.507636363636,12629.77709090909,7.531887950536164,6.551808452799853,0.5310995809755629,5.988282716285603,8.584144575161229,NA
VEN,Venezuela (Bolivarian Republic of),"Venezuela, RB",Latin America & Caribbean,99_Sin_datos,99_Sin_datos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,12612.966333333334,4905.958833333333,12.198500000000001,4363.269833333334,52.47,0.6456876071850767,38.89615419306994,0.09716512313323943,34.59352636026752,0.41827526780139784,NA
VNM,Viet Nam,Vietnam,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,52075.01163636363,30562.594,15835.774272727273,9983.008181818182,3500.8661818181818,2.6658431307120214,58.689557696917234,30.456445141505316,19.17043869625775,6.7337407574450285,NA
VUT,Vanuatu,Vanuatu,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,Excluíble,No OCDE,93.99833333333333,61.91866666666667,4.366333333333333,11.194666666666667,5.732666666666667,0.004811997219796372,65.87208993067253,4.651121502959547,11.909431018280467,6.02466194913473,0.38996808359098817
WLF,Wallis and Futuna,NA,NA,NA,NA,NA,NA,NA,NA,3.394,0.34750000000000003,0,0.3395,0.638,1.7374689512922805e-4,10.238656452563347,0,10.002946375957574,18.847858197932055,NA
WSM,Samoa,Samoa,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,Excluíble,No OCDE,44.3215,18.729,0.5145,3.8149999999999995,2.759,0.00226892251398647,42.25714382410342,1.160050956562912,8.607560664688695,6.211445810257102,0.1217248361597796
YEM,Yemen,"Yemen, Rep.",Middle East & North Africa,Low income,04 Bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,4173.68,1775.99,45.846000000000004,946.4240000000001,305.371,0.21366056018354637,42.55213624427363,1.1018397883706226,22.676007743765695,7.735453768358407,0.3948907480204861
