iso3c,calificacion,ocupacion,rama,freq
CIV,2.Media,3.TCP_fliares,1.Agro,72.42642192059841
CIV,3-Alta,3.TCP_fliares,1.Agro,0.2519132946322487
CIV,1.Baja,1.Asalariado_patr,2.No_agro,1.2538968924625753
CIV,2.Media,1.Asalariado_patr,2.No_agro,3.8737483716504837
CIV,3-Alta,1.Asalariado_patr,2.No_agro,1.7941489982362506
CIV,1.Baja,3.TCP_fliares,2.No_agro,0.7248469512248937
CIV,2.Media,3.TCP_fliares,2.No_agro,9.62177397512078
CIV,3-Alta,3.TCP_fliares,2.No_agro,0.6939597730254132
CMR,1.Baja,1.Asalariado_patr,1.Agro,0.0021413761715938285
CMR,2.Media,1.Asalariado_patr,1.Agro,3.863560002436741
CMR,3-Alta,1.Asalariado_patr,1.Agro,0.05320430902801586
CMR,1.Baja,3.TCP_fliares,1.Agro,0.0776741285585552
CMR,2.Media,3.TCP_fliares,1.Agro,77.73260672328426
CMR,3-Alta,3.TCP_fliares,1.Agro,0.4061905514023775
CMR,1.Baja,1.Asalariado_patr,2.No_agro,0.5932519238701182
CMR,2.Media,1.Asalariado_patr,2.No_agro,4.859188233729687
CMR,3-Alta,1.Asalariado_patr,2.No_agro,2.3354326967478327
CMR,1.Baja,3.TCP_fliares,2.No_agro,1.581481973244276
CMR,2.Media,3.TCP_fliares,2.No_agro,7.184903841862576
CMR,3-Alta,3.TCP_fliares,2.No_agro,1.3103642396639723
COD,1.Baja,1.Asalariado_patr,1.Agro,0.45966613821332225
COD,2.Media,1.Asalariado_patr,1.Agro,2.039472176297552
COD,3-Alta,1.Asalariado_patr,1.Agro,0.07648906127385786
COD,1.Baja,3.TCP_fliares,1.Agro,8.73206553129435
COD,2.Media,3.TCP_fliares,1.Agro,77.06089043485065
COD,3-Alta,3.TCP_fliares,1.Agro,0.15806880076965188
COD,1.Baja,1.Asalariado_patr,2.No_agro,0.48599511699429365
COD,2.Media,1.Asalariado_patr,2.No_agro,1.4834088721860659
COD,3-Alta,1.Asalariado_patr,2.No_agro,2.6788787758127866
COD,1.Baja,3.TCP_fliares,2.No_agro,0.8897472628764429
COD,2.Media,3.TCP_fliares,2.No_agro,5.401786201483245
COD,3-Alta,3.TCP_fliares,2.No_agro,0.5335316279477887
COG,1.Baja,1.Asalariado_patr,1.Agro,0
COG,2.Media,1.Asalariado_patr,1.Agro,3.382026150546426
COG,3-Alta,1.Asalariado_patr,1.Agro,0
COG,1.Baja,3.TCP_fliares,1.Agro,0
COG,2.Media,3.TCP_fliares,1.Agro,10.04174613548563
COG,3-Alta,3.TCP_fliares,1.Agro,0
COG,1.Baja,1.Asalariado_patr,2.No_agro,5.916433475513582
COG,2.Media,1.Asalariado_patr,2.No_agro,30.881160969483435
COG,3-Alta,1.Asalariado_patr,2.No_agro,17.38817775644001
COG,1.Baja,3.TCP_fliares,2.No_agro,1.5848491064614814
COG,2.Media,3.TCP_fliares,2.No_agro,28.340077723847102
COG,3-Alta,3.TCP_fliares,2.No_agro,2.4655286822223204
COK,1.Baja,1.Asalariado_patr,1.Agro,0
COK,2.Media,1.Asalariado_patr,1.Agro,4.4781458602737585
COK,3-Alta,1.Asalariado_patr,1.Agro,1.4519681234423398
COK,1.Baja,3.TCP_fliares,1.Agro,0
COK,2.Media,3.TCP_fliares,1.Agro,10.963065815995456
COK,3-Alta,3.TCP_fliares,1.Agro,4.5808773686814455
COK,1.Baja,1.Asalariado_patr,2.No_agro,13.88222320344067
COK,2.Media,1.Asalariado_patr,2.No_agro,28.712966764260624
COK,3-Alta,1.Asalariado_patr,2.No_agro,23.921980057729584
COK,1.Baja,3.TCP_fliares,2.No_agro,2.3569839082946555
COK,2.Media,3.TCP_fliares,2.No_agro,4.654414374319262
COK,3-Alta,3.TCP_fliares,2.No_agro,4.9973745235622165
COL,1.Baja,1.Asalariado_patr,1.Agro,2.467367337039805
COL,2.Media,1.Asalariado_patr,1.Agro,10.45529382430251
COL,3-Alta,1.Asalariado_patr,1.Agro,7.084266197488192
COL,1.Baja,3.TCP_fliares,1.Agro,2.48382572581256
COL,2.Media,3.TCP_fliares,1.Agro,16.60614464437983
COL,3-Alta,3.TCP_fliares,1.Agro,11.702856071555813
COL,1.Baja,1.Asalariado_patr,2.No_agro,2.8393498129776815
COL,2.Media,1.Asalariado_patr,2.No_agro,13.908498557325403
COL,3-Alta,1.Asalariado_patr,2.No_agro,10.205858536666108
COL,1.Baja,3.TCP_fliares,2.No_agro,1.5209035829926398
COL,2.Media,3.TCP_fliares,2.No_agro,11.754611926720173
COL,3-Alta,3.TCP_fliares,2.No_agro,8.971023782739282
COM,1.Baja,1.Asalariado_patr,1.Agro,0.04059593698405727
COM,2.Media,1.Asalariado_patr,1.Agro,5.140156643705897
COM,3-Alta,1.Asalariado_patr,1.Agro,0.16084743268138285
COM,1.Baja,3.TCP_fliares,1.Agro,0.10474691191889032
COM,2.Media,3.TCP_fliares,1.Agro,69.82814259318693
COM,3-Alta,3.TCP_fliares,1.Agro,0.07261667106823375
COM,1.Baja,1.Asalariado_patr,2.No_agro,1.5766250405379985
COM,2.Media,1.Asalariado_patr,2.No_agro,6.192322073291544
COM,3-Alta,1.Asalariado_patr,2.No_agro,5.909635176379277
COM,1.Baja,3.TCP_fliares,2.No_agro,0.49136336865590935
COM,2.Media,3.TCP_fliares,2.No_agro,10.16069396248797
COM,3-Alta,3.TCP_fliares,2.No_agro,0.32225418910190956
CPV,1.Baja,1.Asalariado_patr,1.Agro,3.9337818449138715
CPV,2.Media,1.Asalariado_patr,1.Agro,6.055025906681057
CPV,3-Alta,1.Asalariado_patr,1.Agro,0.15650165341068142
CPV,1.Baja,3.TCP_fliares,1.Agro,17.326527619279936
CPV,2.Media,3.TCP_fliares,1.Agro,17.17716672396351
CPV,3-Alta,3.TCP_fliares,1.Agro,0.0807993991057354
CPV,1.Baja,1.Asalariado_patr,2.No_agro,7.100942340229058
CPV,2.Media,1.Asalariado_patr,2.No_agro,20.790648964538057
CPV,3-Alta,1.Asalariado_patr,2.No_agro,9.925788562983668
CPV,1.Baja,3.TCP_fliares,2.No_agro,5.7229743734730505
CPV,2.Media,3.TCP_fliares,2.No_agro,10.792153717849635
CPV,3-Alta,3.TCP_fliares,2.No_agro,0.9376888935717481
CRI,1.Baja,1.Asalariado_patr,1.Agro,14.976010336533827
