ref_area,ref_area.label,source,source.label,indicator,indicator.label,classif1,classif1.label,classif2,classif2.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label,rama2,calif
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2011,3226.6,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2011,1675.8,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2011,242.6,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2010,22.6,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",1.Agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2010,341.2,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",1.Agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2010,13,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",1.Agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2010,512.4,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2010,1084.7,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2010,188.6,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2010,295.2,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2010,834,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2010,112.5,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2010,133.5,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2010,238.6,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2010,19.1,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2010,3239.6,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2010,4088.1,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2010,719.8,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2010,3213.5,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2010,1653.8,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2010,240.9,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2009,23,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",1.Agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2009,353.8,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",1.Agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2009,16.2,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",1.Agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2009,521.7,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2009,1097.7,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2009,194.7,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2009,263,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2009,824.2,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2009,102.2,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2009,136.8,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2009,233.7,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2009,18.8,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2009,3175.7,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2009,4047,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2009,707.2,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2009,3113.8,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,3.Alta
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2009,1653.8,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,2.Media
CAN,Canada,BA:147,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2009,230.8,NA,NA,NA,NA,NA,NA,S4:34,"Geographical coverage: Total national, excluding some areas",2.No_agro,1.Baja
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,8.776,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,3.Alta
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,99.917,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,2.Media
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,10.514,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,1.Baja
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2019,NA,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,9.SD
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,251.923,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,317.37,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,31.229,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2019,NA,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,9.SD
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,75.414,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,220.246,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,15.828,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2019,0.724,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,9.SD
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,21.066,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,22.241,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,3.153,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2019,NA,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,9.SD
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,999.495,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,944.95,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,103.334,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2019,4.413,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,9.SD
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,1035.05,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,449.482,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,77.912,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2019,7.849,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,9.SD
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_X,Economic activity (Aggregate): X - Not elsewhere classified,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,1.653,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,9.SD,3.Alta
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_X,Economic activity (Aggregate): X - Not elsewhere classified,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,2.078,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,9.SD,2.Media
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_X,Economic activity (Aggregate): X - Not elsewhere classified,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,NA,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,9.SD,1.Baja
CHE,Switzerland,BA:253,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_X,Economic activity (Aggregate): X - Not elsewhere classified,OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2019,NA,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,9.SD,9.SD
