ref_area,ref_area.label,catocup,1.Baja,2.Media,3.Alta,9.SD
RUS,Russian Federation,1.Asalariado_patr,6451.1543,29781.3987,29639.314700000003,0
RUS,Russian Federation,3.TCP_fliares,157.345,3091.3311,787.5566,0
RWA,Rwanda,1.Asalariado_patr,1479.11475,372.66049999999996,230.36975,8.549
RWA,Rwanda,3.TCP_fliares,115.76275000000001,1852.94875,20.83125,0
RWA,Rwanda,9.SD,0,368.697,0,0
SEN,Senegal,1.Asalariado_patr,251.82966666666667,684.545,195.37333333333333,179.50166666666667
SEN,Senegal,3.TCP_fliares,172.25933333333333,506.77666666666664,6.132000000000001,1922.7083333333333
SEN,Senegal,9.SD,0,0,0,1.166
SLB,Solomon Islands,1.Asalariado_patr,6.134,51.688,49.675999999999995,0
SLB,Solomon Islands,3.TCP_fliares,4.329,239.74699999999999,4.441000000000001,0.337
SLB,Solomon Islands,9.SD,0.804,3.815,2.361,48.021
SLE,Sierra Leone,1.Asalariado_patr,33.3295,220.0325,109.482,10.0115
SLE,Sierra Leone,3.TCP_fliares,91.7125,1886.4035000000001,22.465,5.329
SLE,Sierra Leone,9.SD,1.534,18.2845,1.224,20.404
SLV,El Salvador,1.Asalariado_patr,528.0694,869.6981,285.4307,8.8097
SLV,El Salvador,3.TCP_fliares,209.1873,721.7737,32.6444,0
SLV,El Salvador,9.SD,0.1804285714285714,0.07966666666666666,0.2384,0
SOM,Somalia,1.Asalariado_patr,174.05200000000002,139.983,227.714,22.52
SOM,Somalia,3.TCP_fliares,220.788,120.303,129.49699999999999,0.839
SRB,Serbia,1.Asalariado_patr,175.61127272727273,988.0718181818181,691.4728181818182,14.222454545454546
SRB,Serbia,3.TCP_fliares,44.20918181818182,590.5793636363636,56.79454545454546,0
SRB,Serbia,9.SD,0,9.549,0,0
STP,Sao Tome and Principe,1.Asalariado_patr,2.889,17.781,6.21,0.568
STP,Sao Tome and Principe,3.TCP_fliares,2.325,20.588,0.788,0.146
STP,Sao Tome and Principe,9.SD,0,0,0,1.418
SUR,Suriname,1.Asalariado_patr,16.991,76.507,49.332,3.49
SUR,Suriname,3.TCP_fliares,6.018000000000001,24.648,4.185,0
SUR,Suriname,9.SD,1.272,4.09,2.159,0.553
SVK,Slovakia,1.Asalariado_patr,160.57045454545454,1018.317,597.72,341.9132727272727
SVK,Slovakia,3.TCP_fliares,10.696272727272728,166.59636363636363,82.501636363636365,74.173
SVK,Slovakia,9.SD,0,0,0,0
SVN,Slovenia,1.Asalariado_patr,50.89118181818182,388.7013636363636,340.06963636363633,13.374818181818183
SVN,Slovenia,3.TCP_fliares,21.50618181818182,73.13381818181819,55.428636363636365,0.7815454545454545
SWE,Sweden,1.Asalariado_patr,230.5050909090909,1902.786090909091,2146.240272727273,25.954090909090908
SWE,Sweden,3.TCP_fliares,11.976363636363637,236.40081818181818,242.76563636363636,1.2795454545454545
SWE,Sweden,9.SD,0,0,0.01622222222222222,0
SWZ,Eswatini,1.Asalariado_patr,45.134,99.168,43.275,0
SWZ,Eswatini,3.TCP_fliares,6.851,81.096,8.642,0
SWZ,Eswatini,9.SD,0,0,0,6.65
SYC,Seychelles,1.Asalariado_patr,5.604666666666667,19.768833333333333,12.239833333333333,0.4301666666666667
SYC,Seychelles,3.TCP_fliares,0.3561666666666667,3.4963333333333333,0.7971666666666667,0.078
SYC,Seychelles,9.SD,0.12775,0.39716666666666667,0.192,0.1775
TCD,Chad,1.Asalariado_patr,58.864,219.13400000000001,105.521,46.904
TCD,Chad,3.TCP_fliares,26.62,3770.1670000000004,16.854,51.128
TGO,Togo,1.Asalariado_patr,49.464,233.255,141.3965,8.618
TGO,Togo,3.TCP_fliares,48.84,1611.2945,76.71300000000001,0.4675
TGO,Togo,9.SD,1.156,19.701,3.42,0.196
THA,Thailand,1.Asalariado_patr,3451.047125,10704.440875,4615.076375,60.57714285714286
THA,Thailand,3.TCP_fliares,762.682,17574.41575,397.30062499999997,2.2858571428571426
THA,Thailand,9.SD,0,0,0,63.594
TJK,Tajikistan,1.Asalariado_patr,226.728,581.8544999999999,355.4795,82.3445
TJK,Tajikistan,3.TCP_fliares,169.4765,361.87600000000003,40.806,8.4505
TJK,Tajikistan,9.SD,63.126000000000005,186.51899999999998,49.356,6.438000000000001
TKL,Tokelau,1.Asalariado_patr,0.14,0.194,0.205,0
TKL,Tokelau,3.TCP_fliares,0,0.021,0,0
TKL,Tokelau,9.SD,0,0,0,0.016
TLS,Timor-Leste,1.Asalariado_patr,12.18975,53.9155,34.106500000000004,2.38
TLS,Timor-Leste,3.TCP_fliares,31.531000000000002,197.84275,7.07775,0.8216666666666668
TLS,Timor-Leste,9.SD,0,38.139,0,8.703999999999999
TON,Tonga,1.Asalariado_patr,2.194,9.701,6.7515,0.3705
TON,Tonga,3.TCP_fliares,0.157,14.8965,0.5215000000000001,0
TTO,Trinidad and Tobago,1.Asalariado_patr,102.30057142857143,255.63585714285713,148.13614285714286,3.046
TTO,Trinidad and Tobago,3.TCP_fliares,14.499714285714285,68.89385714285714,23.13885714285714,0
TTO,Trinidad and Tobago,9.SD,0,0.19066666666666665,0.2145,0.8047142857142857
TUN,Tunisia,1.Asalariado_patr,534.633,1336.844,606.0746666666666,19.88866666666667
TUN,Tunisia,3.TCP_fliares,68.84966666666666,548.562,70.05433333333333,7.5125
TUN,Tunisia,9.SD,2.8743333333333334,11.215666666666666,0.09566666666666666,74.204
TUR,Türkiye,1.Asalariado_patr,2691.458090909091,10446.385181818181,4852.726363636363,0
TUR,Türkiye,3.TCP_fliares,1146.783181818182,6058.907272727272,539.2839090909091,0
TUV,Tuvalu,1.Asalariado_patr,0.29833333333333334,0.9463333333333334,0.9696666666666667,0.1065
TUV,Tuvalu,3.TCP_fliares,0.013000000000000001,0.9446666666666667,0.056499999999999995,0.091
TUV,Tuvalu,9.SD,0,0.07,0.045,0.277
TZA,"Tanzania, United Republic of",1.Asalariado_patr,665.0286666666666,1770.1566666666665,551.008,411.628
TZA,"Tanzania, United Republic of",3.TCP_fliares,1357.0006666666666,9432.604666666666,59.79,8501.386
TZA,"Tanzania, United Republic of",9.SD,71.9305,122.438,32.972,1001.5429999999999
UGA,Uganda,1.Asalariado_patr,968.4288333333333,1189.271,678.0693333333334,47.285666666666664
UGA,Uganda,3.TCP_fliares,395.1666666666667,9628.407333333333,79.3065,157.96633333333332
UGA,Uganda,9.SD,0,17.68875,3.617,373.531
URY,Uruguay,1.Asalariado_patr,256.13245454545455,688.4742727272727,269.24927272727274,10.49909090909091
URY,Uruguay,3.TCP_fliares,57.963545454545454,245.95454545454547,74.64318181818182,1.42675
USA,United States of America,1.Asalariado_patr,12165.091,61688.032545454545,63636.37781818182,0
USA,United States of America,3.TCP_fliares,781.4021818181818,4163.442181818182,4694.782181818182,0
VEN,"Venezuela, Bolivarian Republic of",1.Asalariado_patr,42.328,5519.907166666667,2082.3805,94.22733333333333
VEN,"Venezuela, Bolivarian Republic of",3.TCP_fliares,12.198500000000001,4552.772,344.8156666666667,33.641
VEN,"Venezuela, Bolivarian Republic of",9.SD,0,26.301666666666666,2.0576666666666665,4.3095
VNM,Viet Nam,1.Asalariado_patr,4279.400909090909,11814.205,5314.681909090909,118.98089999999999
VNM,Viet Nam,3.TCP_fliares,15835.774272727273,14516.980727272727,233.77863636363637,0.8926
VNM,Viet Nam,9.SD,9.53525,19.824624999999997,2.049,4.5585555555555555
VUT,Vanuatu,1.Asalariado_patr,4.601666666666667,18.655,8.578,0.9505
VUT,Vanuatu,3.TCP_fliares,4.366333333333333,55.88666666666666,1.7893333333333332,0.5936666666666667
VUT,Vanuatu,9.SD,0.149,1.139,0.486,0.4535
WLF,Wallis and Futuna,1.Asalariado_patr,0.625,1.469,1.026,0
WLF,Wallis and Futuna,3.TCP_fliares,0,0.209,0.041,0.829
WLF,Wallis and Futuna,9.SD,0,0,0,0
WSM,Samoa,1.Asalariado_patr,2.6029999999999998,16.830333333333336,9.344333333333333,0
WSM,Samoa,3.TCP_fliares,0.45499999999999996,19.201999999999998,0.5933333333333333,0
WSM,Samoa,9.SD,0,0,0,0
YEM,Yemen,1.Asalariado_patr,292.407,1607.2820000000002,490.943,10.889
YEM,Yemen,3.TCP_fliares,45.846000000000004,1698.381,26,6.905
YEM,Yemen,9.SD,0,7.089,1.483,8.822
ZAF,South Africa,1.Asalariado_patr,3870.7999090909093,6427.544090909091,3433.6177272727273,94.62554545454546
ZAF,South Africa,3.TCP_fliares,551.6489090909091,561.2253636363637,283.0863636363636,123.27245454545455
ZAF,South Africa,9.SD,0,0,0,1.0098
ZMB,Zambia,1.Asalariado_patr,292.9683333333333,741.5626666666667,365.539,20.967
ZMB,Zambia,3.TCP_fliares,214.87,3620.4923333333336,114.76866666666668,14.454999999999998
ZWE,Zimbabwe,1.Asalariado_patr,471.96166666666664,683.5933333333334,335.63033333333334,7.856333333333334
ZWE,Zimbabwe,3.TCP_fliares,257.943,3748.0936666666666,33.51466666666667,2.147
ZWE,Zimbabwe,9.SD,0,2.5365,0,2.757
