income_group_2,prop_tcp_fliares_calif_baja,prop_tcp_fliares_no_agro,prop_no_agro_calif_baja,prop_tcp_fliares_no_agro_calif_baja,tcp_fliares_no_agro_resto
01 Altos ingresos,0.9578812922400386,9.957829792264839,9.926846004347507,0.7574104664886221,9.200419325776217
02 Medios-altos ingresos,3.814908770180154,16.944586788948907,12.565115999287643,1.8169105495677798,15.127676239381127
03 Medios-bajos ingresos,14.254852694865649,27.190119700708145,11.425386555475905,4.972670264925327,22.21744943578282
04 Bajos ingresos,11.561648692721267,20.62137094341024,6.55220186004754,3.1785269238967704,17.44284401951347
99_Sin_datos,0.09716512313323944,34.59352636026752,0.4182752678013978,0.09155230280130192,34.501974057466214
