region,prop_tcp_fliares_calif_baja,prop_tcp_fliares_no_agro,prop_no_agro_calif_baja,prop_tcp_fliares_no_agro_calif_baja,tcp_fliares_no_agro_resto
East Asia & Pacific,7.266627243254955,19.33990522541737,11.26933966869382,1.5615702790268873,17.77833494639048
Europe & Central Asia,0.9802704282069806,9.61819783679315,8.680159173217023,0.3528993240554886,9.265298512737662
Latin America & Caribbean,5.200375031450747,23.576412262897854,13.725595962064222,2.5960143930477626,20.98039786985009
Middle East & North Africa,3.167408490539873,17.077067035016185,11.745188002447293,1.686116190631913,15.39095084438427
North America,0.5310995809755629,5.988282774374169,8.58414441631543,0.4657646142743256,5.522518160099843
South Asia,18.378962921202604,30.423043324633,11.94610936489956,7.054287234747821,23.368756089885178
Sub-Saharan Africa,10.572247002991912,22.200080778291817,8.63613669051445,3.7719701181619043,18.42811066012991
