ref_area,ref_area.label,calif,1.Agro,2.No_agro,9.SD
MUS,Mauritius,3.Alta,1.0022727272727272,116.74081818181818,0.0745
MUS,Mauritius,9.SD,0,0.018625,2.1266363636363637
MWI,Malawi,1.Baja,1041.663,191.631,1.827
MWI,Malawi,2.Media,2728.915,1537.5149999999999,87.397
MWI,Malawi,3.Alta,5.799,211.203,11.515
MWI,Malawi,9.SD,0,0,336.783
MYS,Malaysia,1.Baja,311.05,1051.7833333333333,0
MYS,Malaysia,2.Media,1257.4666666666667,5834.716666666667,0
MYS,Malaysia,3.Alta,39.41666666666667,3196.7333333333336,0
NAM,Namibia,1.Baja,34.29833333333333,105.5175,0.42500000000000004
NAM,Namibia,2.Media,133.03533333333334,246.83083333333335,1.0655999999999999
NAM,Namibia,3.Alta,3.2258333333333336,105.638,0.7893333333333333
NAM,Namibia,9.SD,9.104166666666666,26.265666666666668,1.4106666666666667
NER,Niger,1.Baja,29.880499999999998,174.793,0
NER,Niger,2.Media,3044.616,1066.246,0
NER,Niger,3.Alta,12.328,222.8125,2.563
NER,Niger,9.SD,34.171,210.6195,16.7395
NGA,Nigeria,1.Baja,713.8009999999999,1639.85,100.5975
NGA,Nigeria,2.Media,20452.127500000002,15321.491,450.52200000000005
NGA,Nigeria,3.Alta,598.49,15749.9455,223.0365
NGA,Nigeria,9.SD,66.07900000000001,819.026,422.672
NIC,Nicaragua,1.Baja,488.0845,496.151,0
NIC,Nicaragua,2.Media,366.5335,1051.4675000000002,0.372
NIC,Nicaragua,3.Alta,21.7185,343.4355,0.265
NIC,Nicaragua,9.SD,0,10.1595,13.3255
NIU,Niue,1.Baja,0.018,0.041999999999999996,0
NIU,Niue,2.Media,0.031,0.319,0
NIU,Niue,3.Alta,0.017,0.317,0
NLD,Netherlands,1.Baja,19.01181818181818,617.0883636363636,88.64418181818182
NLD,Netherlands,2.Media,127.73518181818181,3163.3234545454543,295.31754545454544
NLD,Netherlands,3.Alta,36.551818181818184,3650.5025454545453,327.7394545454545
NLD,Netherlands,9.SD,0.8015454545454546,93.87345454545455,29.123363636363635
NOR,Norway,1.Baja,1.4624545454545455,97.2129090909091,0.5822857142857143
NOR,Norway,2.Media,52.43909090909091,1133.1141818181818,1.3245454545454545
NOR,Norway,3.Alta,4.663545454545455,1271.0256363636363,1.3355555555555556
NOR,Norway,9.SD,0,40.14654545454545,2.4013636363636364
NPL,Nepal,1.Baja,529.753,909.7230000000001,0
NPL,Nepal,2.Media,1341.965,3615.226,0
NPL,Nepal,3.Alta,9.884,969.047,0
NPL,Nepal,9.SD,0,21.619,0
NRU,Naoero,1.Baja,0,0.753,0
NRU,Naoero,2.Media,0.074,1.942,0
NRU,Naoero,3.Alta,0.018,0.8380000000000001,0
NRU,Naoero,9.SD,0,0,0.146
PAK,Pakistan,1.Baja,2473.9239,6226.8592,0
PAK,Pakistan,2.Media,19168.7267,17922.2678,0
PAK,Pakistan,3.Alta,51.2752,6866.2594,0
PAK,Pakistan,9.SD,4.1685,9.567333333333334,0
PAN,Panama,1.Baja,53.683,258.5377272727273,0
PAN,Panama,2.Media,205.03254545454544,715.6119090909091,0
PAN,Panama,3.Alta,4.329818181818182,385.91254545454547,0
PAN,Panama,9.SD,0.094,12.236250000000002,0
PER,Peru,1.Baja,2404.286818181818,3243.3063636363636,0
PER,Peru,2.Media,2042.5024545454546,6615.311,0
PER,Peru,3.Alta,18.374454545454544,2390.890909090909,0
PER,Peru,9.SD,0,115.25663636363636,60.38481818181818
PHL,Philippines,1.Baja,5533.48175,6202.054625,0
PHL,Philippines,2.Media,5175.82875,13222.821125,0
PHL,Philippines,3.Alta,279.398625,9028.71475,0
PHL,Philippines,9.SD,10.6142,284.92875000000004,0
PLW,Palau,1.Baja,0,1.2530000000000001,0
PLW,Palau,2.Media,0.212,4.5489999999999995,0
PLW,Palau,3.Alta,0,2.59,0
PLW,Palau,9.SD,0,0,0.16
PNG,Papua New Guinea,1.Baja,87.62,549.194,0
PNG,Papua New Guinea,2.Media,282.419,373.012,24.129
PNG,Papua New Guinea,3.Alta,2.71,152.576,1.792
PNG,Papua New Guinea,9.SD,0,0,466.764
POL,Poland,1.Baja,86.73481818181818,990.8538181818182,4.421909090909091
POL,Poland,2.Media,1682.735909090909,7142.7245454545455,8.131727272727273
POL,Poland,3.Alta,52.86936363636364,5828.4404545454545,11.061
POL,Poland,9.SD,1.8842,124.02827272727272,107.18681818181818
PRI,Puerto Rico,1.Baja,0,34.19,0.238
PRI,Puerto Rico,2.Media,10.651,656.8530000000001,5.663
PRI,Puerto Rico,3.Alta,3.671,356.295,0.961
PRI,Puerto Rico,9.SD,0,0.211,0
PRT,Portugal,1.Baja,21.328545454545456,502.1338181818182,0
PRT,Portugal,2.Media,376.3036363636364,2250.1275454545453,0
PRT,Portugal,3.Alta,10.218454545454545,1526.0996363636364,0
PRT,Portugal,9.SD,0,25.420909090909092,0
PRY,Paraguay,1.Baja,98.27827272727272,495.2506363636364,0
PRY,Paraguay,2.Media,566.1963636363637,1321.1029090909092,0
PRY,Paraguay,3.Alta,5.935272727272728,524.9187272727273,0
PRY,Paraguay,9.SD,0,6.686,2.1967777777777777
PSE,"Palestine, State of",1.Baja,25.68318181818182,123.663,0
PSE,"Palestine, State of",2.Media,51.57663636363636,412.1864545454545,0
PSE,"Palestine, State of",3.Alta,1.0030000000000001,205.03854545454544,0
PSE,"Palestine, State of",9.SD,0.64925,56.28375,207.33
QAT,Qatar,1.Baja,5.9415,315.412,0
QAT,Qatar,2.Media,12.837,827.738,0
QAT,Qatar,3.Alta,0.383,241.7185,0
REU,Réunion,2.Media,9.894,125.124,1.657
REU,Réunion,3.Alta,0.727,82.926,0.76
REU,Réunion,1.Baja,0,13.69,0.78
ROU,Romania,1.Baja,319.1648181818182,560.7042727272727,0
ROU,Romania,2.Media,1938.612,3823.2116363636364,0
ROU,Romania,3.Alta,40.07218181818182,1908.1256363636364,0
ROU,Romania,9.SD,0,71.10618181818181,0
RUS,Russian Federation,1.Baja,792.5772727272728,5908.035181818182,0
RUS,Russian Federation,2.Media,3385.400090909091,28264.32690909091,0
RUS,Russian Federation,3.Alta,683.3160909090909,29587.38209090909,0
RWA,Rwanda,1.Baja,928.8634999999999,666.096,0
RWA,Rwanda,2.Media,1453.69825,956.259,0
RWA,Rwanda,3.Alta,4.09775,247.685,0
RWA,Rwanda,9.SD,0,8.5485,0
SEN,Senegal,1.Baja,79.02866666666667,345.06,0
SEN,Senegal,2.Media,526.9813333333333,664.2863333333333,0
SEN,Senegal,3.Alta,3.502666666666667,197.346,0
SEN,Senegal,9.SD,573.6183333333333,1523.7766666666666,6.048
SGP,Singapore,1.Baja,0,132.1,3.0142857142857142
SGP,Singapore,3.Alta,0,878.2285714285714,13.628571428571428
SLB,Solomon Islands,1.Baja,4.005,7.22,0
SLB,Solomon Islands,2.Media,145.107,150.052,0
SLB,Solomon Islands,3.Alta,2.005,54.474000000000004,0
SLB,Solomon Islands,9.SD,0,0,48.315
SLE,Sierra Leone,1.Baja,14.293000000000001,111.711,1.232
SLE,Sierra Leone,2.Media,1344.2855,777.6945,2.6945
SLE,Sierra Leone,3.Alta,0.7375,131.352,1.526
SLE,Sierra Leone,9.SD,5.467,11.2095,21.5205
SLV,El Salvador,1.Baja,269.7303,467.8321,0
SLV,El Salvador,2.Media,229.01536363636365,1362.1638,0
SLV,El Salvador,3.Alta,3.2597272727272726,294.35354545454544,0
SLV,El Salvador,9.SD,133.998,8.7384,0
SOM,Somalia,1.Baja,120.286,274.554,0
SOM,Somalia,2.Media,81.733,178.554,0
SOM,Somalia,3.Alta,76.094,281.117,0
SOM,Somalia,9.SD,0,23.343000000000004,0
SRB,Serbia,1.Baja,43.173545454545454,176.73981818181818,0.38966666666666666
SRB,Serbia,2.Media,447.32509090909093,1131.8964545454546,1.634
SRB,Serbia,3.Alta,8.998272727272727,739.1314545454545,0.61675
SRB,Serbia,9.SD,0,14.252090909090908,0
STP,Sao Tome and Principe,1.Baja,1.037,3.634,0.477
STP,Sao Tome and Principe,2.Media,12.614,23.143,2.658
STP,Sao Tome and Principe,3.Alta,0.27,6.199,0.528
STP,Sao Tome and Principe,9.SD,0,0.596,1.533
SUR,Suriname,1.Baja,1.7320000000000002,14.271,0
SUR,Suriname,2.Media,4.422666666666666,71.289,0.9904999999999999
SUR,Suriname,3.Alta,0.7023333333333333,38.25233333333333,0.0385
SUR,Suriname,9.SD,0.3365,11.3105,3.051
SVK,Slovakia,1.Baja,9.184909090909091,142.78772727272727,107.177
SVK,Slovakia,2.Media,36.22536363636364,1015.8436363636364,365.354
SVK,Slovakia,3.Alta,9.819636363636363,599.8528181818182,194.06475
SVK,Slovakia,9.SD,34.964,120.88772727272728,323.90077777777776
SVN,Slovenia,1.Baja,21.676363636363636,50.36509090909091,0.3457272727272727
SVN,Slovenia,2.Media,44.440363636363635,416.2318181818182,1.163181818181818
SVN,Slovenia,3.Alta,2.2557272727272726,392.2461818181818,0.9962727272727273
SVN,Slovenia,9.SD,0.06263636363636364,10.751909090909091,3.335818181818182
SWE,Sweden,1.Baja,2.738,237.6151818181818,2.1457272727272727
SWE,Sweden,2.Media,80.72854545454545,2048.4854545454546,10.061545454545454
SWE,Sweden,3.Alta,9.488090909090909,2369.270727272727,10.319272727272727
SWE,Sweden,9.SD,0.0837,25.77481818181818,1.3907272727272728
SWZ,Eswatini,1.Baja,11.867,40.664,0
SWZ,Eswatini,2.Media,24.713,155.55,0
SWZ,Eswatini,3.Alta,1.093,51.427,0
SWZ,Eswatini,9.SD,0,0,6.65
SYC,Seychelles,1.Baja,0.1175,5.911833333333333,0.088
SYC,Seychelles,2.Media,1.3911666666666667,22.238999999999997,0.06725
SYC,Seychelles,3.Alta,0.08233333333333334,13.149166666666666,0.0275
SYC,Seychelles,9.SD,0,0.26949999999999996,0.3615
TCD,Chad,1.Baja,4.048,81.753,0
TCD,Chad,2.Media,3019.614,969.687,0
TCD,Chad,3.Alta,0,122.518,0
TCD,Chad,9.SD,0,98.56700000000001,0
TGO,Togo,1.Baja,8.8345,69.697,0.6925
TGO,Togo,2.Media,659.20275,970.7247500000001,9.00975
TGO,Togo,3.Alta,4.82675,195.67575,2.0475
TGO,Togo,9.SD,0.07,5.5616666666666665,723.569
THA,Thailand,1.Baja,1053.5326,3098.462,0.8685714285714285
THA,Thailand,2.Media,12410.2206,16628.7964,13.2805
THA,Thailand,3.Alta,36.898,4905.7271,12.108444444444444
THA,Thailand,9.SD,0,16.417875,42.97916666666667
TJK,Tajikistan,1.Baja,276.709,182.26,0
TJK,Tajikistan,2.Media,374.4795,751.094,9.351
TJK,Tajikistan,3.Alta,63.694500000000005,356.652,3.934
TJK,Tajikistan,9.SD,5.404,89.5405,1.517
TLS,Timor-Leste,1.Baja,25.17425,18.1865,0.0145
TLS,Timor-Leste,2.Media,174.47899999999998,95.91524999999999,0.30733333333333335
TLS,Timor-Leste,3.Alta,0.8947499999999999,40.11125,0.1105
TLS,Timor-Leste,9.SD,2.79,6.40425,0.37424999999999997
TON,Tonga,1.Baja,0.926,1.4065,0
TON,Tonga,2.Media,10.408000000000001,14.048,0.284
TON,Tonga,3.Alta,0.095,7.164999999999999,0.038
TON,Tonga,9.SD,0,0.3705,0
TTO,Trinidad and Tobago,1.Baja,5.986571428571429,110.75057142857143,0.1304
TTO,Trinidad and Tobago,2.Media,15.088857142857144,309.12014285714287,0.616
TTO,Trinidad and Tobago,3.Alta,1.1284285714285713,170.04328571428573,0.37466666666666665
TTO,Trinidad and Tobago,9.SD,0.5716666666666667,2.3007142857142857,1.3205
TUN,Tunisia,1.Baja,128.27625,471.13,34.768
TUN,Tunisia,2.Media,379.83525,1402.52925,75.961
TUN,Tunisia,3.Alta,8.10525,639.46275,45.02975
TUN,Tunisia,9.SD,2.23,12.253333333333334,62.282000000000004
TUR,Türkiye,1.Baja,1152.3806363636363,2685.8604545454546,0
TUR,Türkiye,2.Media,4407.297727272728,12097.994909090909,0
TUR,Türkiye,3.Alta,12.55790909090909,5379.452636363636,0
TUV,Tuvalu,1.Baja,0.025,0.257,0
TUV,Tuvalu,2.Media,0.5449999999999999,1.2,0
TUV,Tuvalu,3.Alta,0.1175,1.0425,0
TUV,Tuvalu,9.SD,0,0,0.277
TZA,"Tanzania, United Republic of",1.Baja,878.5963333333333,1191.27,0
TZA,"Tanzania, United Republic of",2.Media,8486.804333333333,2795.6833333333334,0
TZA,"Tanzania, United Republic of",3.Alta,3.751,619.9273333333333,0
TZA,"Tanzania, United Republic of",9.SD,71.085,2097.2215,7742.0815
UGA,Uganda,1.Baja,633.9313333333333,722.131,29.3575
UGA,Uganda,2.Media,8208.719333333333,2590.2836666666667,47.69725
UGA,Uganda,3.Alta,2.3881666666666663,740.5521666666666,15.042333333333334
UGA,Uganda,9.SD,77.4465,49.5025,442.30150000000003
UKR,Ukraine,1.Baja,2244.5385555555554,1422.2104444444444,0
UKR,Ukraine,2.Media,576.27,7174.186,0
UKR,Ukraine,3.Alta,195.7538888888889,6248.613,0
URY,Uruguay,1.Baja,50.832454545454546,263.26354545454546,0
URY,Uruguay,2.Media,92.5019090909091,841.9242727272728,0
URY,Uruguay,3.Alta,4.4884545454545455,339.404,0
URY,Uruguay,9.SD,0.10733333333333332,10.540272727272727,2.0915
USA,United States of America,1.Baja,316.7162727272727,12629.776818181817,0
USA,United States of America,2.Media,1024.3059090909092,64827.168545454544,0
USA,United States of America,3.Alta,1177.2148181818181,67153.94554545455,0
VEN,"Venezuela, Bolivarian Republic of",1.Baja,2.0300000000000002,52.47,0
VEN,"Venezuela, Bolivarian Republic of",2.Media,972.9125,9095.974,16.961166666666667
VEN,"Venezuela, Bolivarian Republic of",3.Alta,14.070333333333334,2406.9138333333335,7.378
VEN,"Venezuela, Bolivarian Republic of",9.SD,0.9813333333333333,82.46766666666667,48.822
VNM,Viet Nam,1.Baja,16616.950636363636,3500.8661818181818,5.405625
VNM,Viet Nam,2.Media,6149.405,20173.45409090909,35.699285714285715
VNM,Viet Nam,3.Alta,54.95990909090909,5494.280454545455,0.9241666666666667
VNM,Viet Nam,9.SD,0.46025,118.0308,6.068777777777778
VUT,Vanuatu,1.Baja,3.3463333333333334,5.732666666666667,0
VUT,Vanuatu,2.Media,51.696666666666665,23.789,0.3085
VUT,Vanuatu,3.Alta,0.211,10.377666666666666,0.093
VUT,Vanuatu,9.SD,0.0415,0.674,1.6055
WLF,Wallis and Futuna,2.Media,0.015,1.67,0
WLF,Wallis and Futuna,3.Alta,0,1.062,0
WLF,Wallis and Futuna,1.Baja,0,0.638,0
WLF,Wallis and Futuna,9.SD,0,0,0.844
WSM,Samoa,1.Baja,0.5173333333333333,2.5503333333333336,0
WSM,Samoa,2.Media,18.277333333333335,17.754666666666665,0
WSM,Samoa,3.Alta,0.08866666666666666,9.876666666666667,0
WSM,Samoa,9.SD,0,0,0
YEM,Yemen,1.Baja,96.361,305.371,1.1215000000000002
YEM,Yemen,2.Media,1006.3205,1352.1115,1.338
YEM,Yemen,3.Alta,0.9785,563.2384999999999,0.9864999999999999
YEM,Yemen,9.SD,0,26.164,0
ZAF,South Africa,1.Baja,574.8451818181818,3847.5067272727274,0
ZAF,South Africa,2.Media,158.46372727272728,6828.979909090909,1.1706363636363637
ZAF,South Africa,3.Alta,38.13154545454545,3677.610909090909,0.5279090909090909
ZAF,South Africa,9.SD,2.267,215.05536363636364,1.0098
ZMB,Zambia,1.Baja,179.7855,313.58500000000004,1.181
ZMB,Zambia,2.Media,2710.89625,1413.8207499999999,4.114
ZMB,Zambia,3.Alta,38.31475,427.40575,0.977
ZMB,Zambia,9.SD,20.296333333333333,10.8575,161.412
ZWE,Zimbabwe,1.Baja,273.361,456.29633333333334,0
ZWE,Zimbabwe,2.Media,3334.0523333333335,1098.7830000000001,0
ZWE,Zimbabwe,3.Alta,15.281,355.47433333333333,0
ZWE,Zimbabwe,9.SD,0,9.534666666666666,0
